Forward Financial Framework Kaiserslatuarn+ Model Experiments Results,
FPGA,maxstation1.doc.ic.ac.uk,
Type,Simulation Paths,Accuracy,Latency,
Projection,23600000,0.026357,573057347.032045,
Projection,23700000,0.026309,575463068.446696,
Projection,23800000,0.026261,577868789.861347,
Projection,23900000,0.026213,580274511.275998,
Projection,24000000,0.026165,582680232.690648,
Projection,24100000,0.026118,585085954.105299,
Projection,24200000,0.026071,587491675.519950,
Projection,24300000,0.026025,589897396.934600,
Projection,24400000,0.025978,592303118.349251,
Projection,24500000,0.025932,594708839.763902,
Projection,24600000,0.025887,597114561.178553,
Projection,24700000,0.025841,599520282.593203,
Projection,24800000,0.025796,601926004.007854,
Projection,24900000,0.025751,604331725.422505,
Projection,25000000,0.025706,606737446.837156,
Projection,25100000,0.025662,609143168.251806,
Projection,25200000,0.025618,611548889.666457,
Projection,25300000,0.025574,613954611.081108,
Projection,25400000,0.025531,616360332.495759,
Projection,25500000,0.025487,618766053.910409,
Projection,25600000,0.025444,621171775.325060,
Projection,25700000,0.025401,623577496.739711,
Projection,25800000,0.025359,625983218.154361,
Projection,25900000,0.025316,628388939.569012,
Projection,26000000,0.025274,630794660.983663,
Projection,26100000,0.025232,633200382.398314,
Projection,26200000,0.025191,635606103.812964,
Projection,26300000,0.025149,638011825.227615,
Projection,26400000,0.025108,640417546.642266,
Projection,26500000,0.025067,642823268.056917,
Projection,26600000,0.025027,645228989.471567,
Projection,26700000,0.024986,647634710.886218,
Projection,26800000,0.024946,650040432.300869,
Projection,26900000,0.024906,652446153.715520,
Projection,27000000,0.024866,654851875.130170,
Projection,27100000,0.024827,657257596.544821,
Projection,27200000,0.024787,659663317.959472,
Projection,27300000,0.024748,662069039.374122,
Projection,27400000,0.024709,664474760.788773,
Projection,27500000,0.024671,666880482.203424,
Projection,27600000,0.024632,669286203.618075,
Projection,27700000,0.024594,671691925.032725,
Projection,27800000,0.024556,674097646.447376,
Projection,27900000,0.024518,676503367.862027,
Projection,28000000,0.024480,678909089.276678,
Projection,28100000,0.024443,681314810.691328,
Projection,28200000,0.024406,683720532.105979,
Projection,28300000,0.024369,686126253.520630,
Projection,28400000,0.024332,688531974.935281,
Projection,28500000,0.024295,690937696.349931,
Projection,28600000,0.024259,693343417.764582,
Projection,28700000,0.024222,695749139.179233,
Projection,28800000,0.024186,698154860.593884,
Projection,28900000,0.024150,700560582.008534,
Projection,29000000,0.024115,702966303.423185,
Projection,29100000,0.024079,705372024.837836,
Projection,29200000,0.024044,707777746.252486,
Projection,29300000,0.024009,710183467.667137,
Projection,29400000,0.023974,712589189.081788,
Projection,29500000,0.023939,714994910.496439,
Projection,29600000,0.023904,717400631.911089,
Projection,29700000,0.023870,719806353.325740,
Projection,29800000,0.023835,722212074.740391,
Projection,29900000,0.023801,724617796.155042,
Projection,30000000,0.023767,727023517.569692,
Projection,30100000,0.023734,729429238.984343,
Projection,30200000,0.023700,731834960.398994,
Projection,30300000,0.023667,734240681.813644,
Projection,30400000,0.023633,736646403.228295,
Projection,30500000,0.023600,739052124.642946,
Projection,30600000,0.023567,741457846.057597,
Projection,30700000,0.023534,743863567.472247,
Projection,30800000,0.023502,746269288.886898,
Projection,30900000,0.023469,748675010.301549,
Projection,31000000,0.023437,751080731.716200,
Projection,31100000,0.023405,753486453.130850,
Projection,31200000,0.023373,755892174.545501,
Projection,31300000,0.023341,758297895.960152,
Projection,31400000,0.023309,760703617.374803,
Projection,31500000,0.023278,763109338.789453,
Projection,31600000,0.023246,765515060.204104,
Projection,31700000,0.023215,767920781.618755,
Projection,31800000,0.023184,770326503.033406,
Projection,31900000,0.023153,772732224.448056,
Projection,32000000,0.023122,775137945.862707,
Projection,32100000,0.023092,777543667.277358,
Projection,32200000,0.023061,779949388.692008,
Projection,32300000,0.023031,782355110.106659,
Projection,32400000,0.023000,784760831.521310,
Projection,32500000,0.022970,787166552.935961,
Projection,32600000,0.022940,789572274.350611,
Projection,32700000,0.022911,791977995.765262,
Projection,32800000,0.022881,794383717.179913,
Projection,32900000,0.022851,796789438.594564,
Projection,33000000,0.022822,799195160.009214,
Projection,33100000,0.022793,801600881.423865,
Projection,33200000,0.022763,804006602.838516,
Projection,33300000,0.022734,806412324.253167,
Projection,33400000,0.022706,808818045.667817,
Projection,33500000,0.022677,811223767.082468,
Projection,33600000,0.022648,813629488.497119,
Projection,33700000,0.022620,816035209.911770,
Projection,33800000,0.022591,818440931.326420,
Projection,33900000,0.022563,820846652.741071,
Projection,34000000,0.022535,823252374.155722,
Projection,34100000,0.022507,825658095.570372,
Projection,34200000,0.022479,828063816.985023,
Projection,34300000,0.022451,830469538.399674,
Projection,34400000,0.022424,832875259.814325,
Projection,34500000,0.022396,835280981.228975,
Projection,34600000,0.022369,837686702.643626,
Projection,34700000,0.022341,840092424.058277,
Projection,34800000,0.022314,842498145.472928,
Projection,34900000,0.022287,844903866.887578,
Projection,35000000,0.022260,847309588.302229,
Projection,35100000,0.022233,849715309.716880,
Projection,35200000,0.022207,852121031.131531,
Projection,35300000,0.022180,854526752.546181,
Projection,35400000,0.022154,856932473.960832,
Projection,35500000,0.022127,859338195.375483,
Projection,35600000,0.022101,861743916.790133,
Projection,35700000,0.022075,864149638.204784,
Projection,35800000,0.022049,866555359.619435,
Projection,35900000,0.022023,868961081.034086,
Projection,36000000,0.021997,871366802.448736,
Projection,36100000,0.021971,873772523.863387,
Projection,36200000,0.021946,876178245.278038,
Projection,36300000,0.021920,878583966.692689,
Projection,36400000,0.021895,880989688.107339,
Projection,36500000,0.021870,883395409.521990,
Projection,36600000,0.021845,885801130.936641,
Projection,36700000,0.021819,888206852.351291,
Projection,36800000,0.021794,890612573.765942,
Projection,36900000,0.021770,893018295.180593,
Projection,37000000,0.021745,895424016.595244,
Projection,37100000,0.021720,897829738.009894,
Projection,37200000,0.021696,900235459.424545,
Projection,37300000,0.021671,902641180.839196,
Projection,37400000,0.021647,905046902.253847,
Projection,37500000,0.021622,907452623.668497,
Projection,37600000,0.021598,909858345.083148,
Projection,37700000,0.021574,912264066.497799,
Projection,37800000,0.021550,914669787.912450,
Projection,37900000,0.021526,917075509.327100,
Projection,38000000,0.021503,919481230.741751,
Projection,38100000,0.021479,921886952.156402,
Projection,38200000,0.021455,924292673.571053,
Projection,38300000,0.021432,926698394.985703,
Projection,38400000,0.021408,929104116.400354,
Projection,38500000,0.021385,931509837.815005,
Projection,38600000,0.021362,933915559.229655,
Projection,38700000,0.021339,936321280.644306,
Projection,38800000,0.021315,938727002.058957,
Projection,38900000,0.021292,941132723.473608,
Projection,39000000,0.021270,943538444.888258,
Projection,39100000,0.021247,945944166.302909,
Projection,39200000,0.021224,948349887.717560,
Projection,39300000,0.021201,950755609.132210,
Projection,39400000,0.021179,953161330.546861,
Projection,39500000,0.021156,955567051.961512,
Projection,39600000,0.021134,957972773.376163,
Projection,39700000,0.021112,960378494.790813,
Projection,39800000,0.021090,962784216.205464,
Projection,39900000,0.021067,965189937.620115,
Projection,40000000,0.021045,967595659.034766,
Projection,40100000,0.021024,970001380.449417,
Projection,40200000,0.021002,972407101.864067,
Projection,40300000,0.020980,974812823.278718,
Projection,40400000,0.020958,977218544.693369,
Projection,40500000,0.020937,979624266.108019,
Projection,40600000,0.020915,982029987.522670,
Projection,40700000,0.020894,984435708.937321,
Projection,40800000,0.020872,986841430.351972,
Projection,40900000,0.020851,989247151.766622,
Projection,41000000,0.020830,991652873.181273,
Projection,41100000,0.020808,994058594.595924,
Projection,41200000,0.020787,996464316.010574,
Projection,41300000,0.020766,998870037.425225,
Projection,41400000,0.020745,1001275758.839876,
Projection,41500000,0.020725,1003681480.254527,
Projection,41600000,0.020704,1006087201.669178,
Projection,41700000,0.020683,1008492923.083828,
Projection,41800000,0.020662,1010898644.498479,
Projection,41900000,0.020642,1013304365.913130,
Projection,42000000,0.020621,1015710087.327780,
Projection,42100000,0.020601,1018115808.742431,
Projection,42200000,0.020581,1020521530.157082,
Projection,42300000,0.020560,1022927251.571733,
Projection,42400000,0.020540,1025332972.986383,
Projection,42500000,0.020520,1027738694.401034,
Projection,42600000,0.020500,1030144415.815685,
Projection,42700000,0.020480,1032550137.230336,
Projection,42800000,0.020460,1034955858.644986,
Projection,42900000,0.020440,1037361580.059637,
Projection,43000000,0.020421,1039767301.474288,
Projection,43100000,0.020401,1042173022.888939,
Projection,43200000,0.020381,1044578744.303589,
Projection,43300000,0.020362,1046984465.718240,
Projection,43400000,0.020342,1049390187.132891,
Projection,43500000,0.020323,1051795908.547541,
Projection,43600000,0.020303,1054201629.962192,
Projection,43700000,0.020284,1056607351.376843,
Projection,43800000,0.020265,1059013072.791494,
Projection,43900000,0.020246,1061418794.206144,
Projection,44000000,0.020227,1063824515.620795,
Projection,44100000,0.020208,1066230237.035446,
Projection,44200000,0.020189,1068635958.450097,
Projection,44300000,0.020170,1071041679.864747,
Projection,44400000,0.020151,1073447401.279398,
Projection,44500000,0.020132,1075853122.694049,
Projection,44600000,0.020113,1078258844.108700,
Projection,44700000,0.020095,1080664565.523350,
Projection,44800000,0.020076,1083070286.938001,
Projection,44900000,0.020058,1085476008.352652,
Projection,45000000,0.020039,1087881729.767303,
Projection,45100000,0.020021,1090287451.181953,
Projection,45200000,0.020002,1092693172.596604,
Projection,45300000,0.019984,1095098894.011255,
Projection,45400000,0.019966,1097504615.425905,
Projection,45500000,0.019948,1099910336.840556,
Projection,45600000,0.019930,1102316058.255207,
Projection,45700000,0.019912,1104721779.669858,
Projection,45800000,0.019894,1107127501.084508,
Projection,45900000,0.019876,1109533222.499159,
Projection,46000000,0.019858,1111938943.913810,
Projection,46100000,0.019840,1114344665.328460,
Projection,46200000,0.019822,1116750386.743111,
Projection,46300000,0.019805,1119156108.157762,
Projection,46400000,0.019787,1121561829.572413,
Projection,46500000,0.019769,1123967550.987063,
Projection,46600000,0.019752,1126373272.401714,
Projection,46700000,0.019734,1128778993.816365,
Projection,46800000,0.019717,1131184715.231016,
Projection,46900000,0.019700,1133590436.645666,
Projection,47000000,0.019682,1135996158.060317,
Projection,47100000,0.019665,1138401879.474968,
Projection,47200000,0.019648,1140807600.889618,
Projection,47300000,0.019631,1143213322.304269,
Projection,47400000,0.019614,1145619043.718920,
Projection,47500000,0.019597,1148024765.133571,
Projection,47600000,0.019580,1150430486.548222,
Projection,47700000,0.019563,1152836207.962872,
Projection,47800000,0.019546,1155241929.377523,
Projection,47900000,0.019529,1157647650.792174,
Projection,48000000,0.019512,1160053372.206825,
Projection,48100000,0.019496,1162459093.621475,
Projection,48200000,0.019479,1164864815.036126,
Projection,48300000,0.019463,1167270536.450777,
Projection,48400000,0.019446,1169676257.865427,
Projection,48500000,0.019429,1172081979.280078,
Projection,48600000,0.019413,1174487700.694729,
Projection,48700000,0.019397,1176893422.109380,
Projection,48800000,0.019380,1179299143.524030,
Projection,48900000,0.019364,1181704864.938681,
Projection,49000000,0.019348,1184110586.353332,
Projection,49100000,0.019332,1186516307.767982,
Projection,49200000,0.019315,1188922029.182633,
Projection,49300000,0.019299,1191327750.597284,
Projection,49400000,0.019283,1193733472.011935,
Projection,49500000,0.019267,1196139193.426585,
Projection,49600000,0.019251,1198544914.841236,
Projection,49700000,0.019235,1200950636.255887,
Projection,49800000,0.019220,1203356357.670538,
Projection,49900000,0.019204,1205762079.085188,
Projection,50000000,0.019188,1208167800.499839,
Projection,50100000,0.019172,1210573521.914490,
Projection,50200000,0.019157,1212979243.329141,
Projection,50300000,0.019141,1215384964.743791,
Projection,50400000,0.019125,1217790686.158442,
Projection,50500000,0.019110,1220196407.573093,
Projection,50600000,0.019094,1222602128.987744,
Projection,50700000,0.019079,1225007850.402394,
Projection,50800000,0.019064,1227413571.817045,
Projection,50900000,0.019048,1229819293.231696,
Projection,51000000,0.019033,1232225014.646347,
Projection,51100000,0.019018,1234630736.060997,
Projection,51200000,0.019002,1237036457.475648,
Projection,51300000,0.018987,1239442178.890299,
Projection,51400000,0.018972,1241847900.304950,
Projection,51500000,0.018957,1244253621.719600,
Projection,51600000,0.018942,1246659343.134251,
Projection,51700000,0.018927,1249065064.548902,
Projection,51800000,0.018912,1251470785.963552,
Projection,51900000,0.018897,1253876507.378203,
Projection,52000000,0.018882,1256282228.792854,
Projection,52100000,0.018868,1258687950.207505,
Projection,52200000,0.018853,1261093671.622155,
Projection,52300000,0.018838,1263499393.036806,
Projection,52400000,0.018823,1265905114.451457,
Projection,52500000,0.018809,1268310835.866108,
Projection,52600000,0.018794,1270716557.280758,
Projection,52700000,0.018780,1273122278.695409,
Projection,52800000,0.018765,1275528000.110060,
Projection,52900000,0.018751,1277933721.524710,
Projection,53000000,0.018736,1280339442.939361,
Projection,53100000,0.018722,1282745164.354012,
Projection,53200000,0.018707,1285150885.768663,
Projection,53300000,0.018693,1287556607.183313,
Projection,53400000,0.018679,1289962328.597964,
Projection,53500000,0.018664,1292368050.012615,
Projection,53600000,0.018650,1294773771.427265,
Projection,53700000,0.018636,1297179492.841916,
Projection,53800000,0.018622,1299585214.256567,
Projection,53900000,0.018608,1301990935.671218,
Projection,54000000,0.018594,1304396657.085869,
Projection,54100000,0.018580,1306802378.500519,
Projection,54200000,0.018566,1309208099.915170,
Projection,54300000,0.018552,1311613821.329821,
Projection,54400000,0.018538,1314019542.744472,
Projection,54500000,0.018524,1316425264.159122,
Projection,54600000,0.018510,1318830985.573773,
Projection,54700000,0.018497,1321236706.988424,
Projection,54800000,0.018483,1323642428.403075,
Projection,54900000,0.018469,1326048149.817725,
Projection,55000000,0.018456,1328453871.232376,
Projection,55100000,0.018442,1330859592.647027,
Projection,55200000,0.018428,1333265314.061677,
