Forward Financial Framework Kaiserslatuarn+ Model Experiments Results,
GPU,ee-snowball0,
Type,Stepping,Simulation Paths,Accuracy,Latency,
Benchmark,linear,4400000,0.054593,56594943.941937,
Benchmark,linear,4500000,0.053987,57842145.545920,
Benchmark,linear,4600000,0.053400,59089347.149903,
Benchmark,linear,4700000,0.052832,60336548.753887,
Benchmark,linear,4800000,0.052282,61583750.357870,
Benchmark,linear,4900000,0.051750,62830951.961853,
Benchmark,linear,5000000,0.051233,64078153.565837,
Benchmark,linear,5100000,0.050732,65325355.169820,
Benchmark,linear,5200000,0.050245,66572556.773803,
Benchmark,linear,5300000,0.049772,67819758.377787,
Benchmark,linear,5400000,0.049312,69066959.981770,
Benchmark,linear,5500000,0.048865,70314161.585753,
Benchmark,linear,5600000,0.048430,71561363.189737,
Benchmark,linear,5700000,0.048007,72808564.793720,
Benchmark,linear,5800000,0.047595,74055766.397703,
Benchmark,linear,5900000,0.047193,75302968.001687,
Benchmark,linear,6000000,0.046801,76550169.605670,
Benchmark,linear,6100000,0.046419,77797371.209653,
Benchmark,linear,6200000,0.046047,79044572.813636,
Benchmark,linear,6300000,0.045683,80291774.417620,
Benchmark,linear,6400000,0.045328,81538976.021603,
Benchmark,linear,6500000,0.044981,82786177.625586,
Benchmark,linear,6600000,0.044642,84033379.229570,
Benchmark,linear,6700000,0.044311,85280580.833553,
Benchmark,linear,6800000,0.043987,86527782.437536,
Benchmark,linear,6900000,0.043671,87774984.041520,
Benchmark,linear,7000000,0.043361,89022185.645503,
Benchmark,linear,7100000,0.043057,90269387.249486,
Benchmark,linear,7200000,0.042760,91516588.853470,
Benchmark,linear,7300000,0.042470,92763790.457453,
Benchmark,linear,7400000,0.042185,94010992.061436,
Benchmark,linear,7500000,0.041906,95258193.665420,
Benchmark,linear,7600000,0.041632,96505395.269403,
Benchmark,linear,7700000,0.041364,97752596.873386,
Benchmark,linear,7800000,0.041101,98999798.477370,
Benchmark,linear,7900000,0.040843,100247000.081353,
Benchmark,linear,8000000,0.040590,101494201.685336,
Benchmark,linear,8100000,0.040341,102741403.289320,
Benchmark,linear,8200000,0.040097,103988604.893303,
Benchmark,linear,8300000,0.039858,105235806.497286,
Benchmark,linear,8400000,0.039623,106483008.101269,
Benchmark,linear,8500000,0.039392,107730209.705253,
Benchmark,linear,8600000,0.039165,108977411.309236,
Benchmark,linear,8700000,0.038942,110224612.913219,
Benchmark,linear,8800000,0.038723,111471814.517203,
Benchmark,linear,8900000,0.038507,112719016.121186,
Benchmark,linear,9000000,0.038296,113966217.725169,
Benchmark,linear,9100000,0.038087,115213419.329153,
Benchmark,linear,9200000,0.037882,116460620.933136,
Benchmark,linear,9300000,0.037681,117707822.537119,
Benchmark,linear,9400000,0.037483,118955024.141103,
Benchmark,linear,9500000,0.037287,120202225.745086,
Benchmark,linear,9600000,0.037095,121449427.349069,
Benchmark,linear,9700000,0.036906,122696628.953053,
Benchmark,linear,9800000,0.036720,123943830.557036,
Benchmark,linear,9900000,0.036537,125191032.161019,
Benchmark,linear,10000000,0.036356,126438233.765003,
Projection,linear,10100000,0.036178,127685435.368986,
Projection,linear,10200000,0.036003,128932636.972969,
Projection,linear,10300000,0.035830,130179838.576952,
Projection,linear,10400000,0.035660,131427040.180936,
Projection,linear,10500000,0.035492,132674241.784919,
Projection,linear,10600000,0.035327,133921443.388902,
Projection,linear,10700000,0.035164,135168644.992886,
Projection,linear,10800000,0.035003,136415846.596869,
Projection,linear,10900000,0.034845,137663048.200852,
Projection,linear,11000000,0.034688,138910249.804836,
Projection,linear,11100000,0.034534,140157451.408819,
Projection,linear,11200000,0.034382,141404653.012802,
Projection,linear,11300000,0.034232,142651854.616786,
Projection,linear,11400000,0.034084,143899056.220769,
Projection,linear,11500000,0.033938,145146257.824752,
Projection,linear,11600000,0.033793,146393459.428736,
Projection,linear,11700000,0.033651,147640661.032719,
Projection,linear,11800000,0.033510,148887862.636702,
Projection,linear,11900000,0.033371,150135064.240686,
Projection,linear,12000000,0.033234,151382265.844669,
Projection,linear,12100000,0.033099,152629467.448652,
Projection,linear,12200000,0.032965,153876669.052635,
Projection,linear,12300000,0.032833,155123870.656619,
Projection,linear,12400000,0.032703,156371072.260602,
Projection,linear,12500000,0.032574,157618273.864585,
Projection,linear,12600000,0.032446,158865475.468569,
Projection,linear,12700000,0.032321,160112677.072552,
Projection,linear,12800000,0.032196,161359878.676535,
Projection,linear,12900000,0.032073,162607080.280519,
Projection,linear,13000000,0.031952,163854281.884502,
Projection,linear,13100000,0.031832,165101483.488485,
Projection,linear,13200000,0.031713,166348685.092469,
Projection,linear,13300000,0.031596,167595886.696452,
Projection,linear,13400000,0.031480,168843088.300435,
Projection,linear,13500000,0.031365,170090289.904419,
Projection,linear,13600000,0.031251,171337491.508402,
Projection,linear,13700000,0.031139,172584693.112385,
Projection,linear,13800000,0.031028,173831894.716369,
Projection,linear,13900000,0.030918,175079096.320352,
Projection,linear,14000000,0.030810,176326297.924335,
Projection,linear,14100000,0.030702,177573499.528318,
Projection,linear,14200000,0.030596,178820701.132302,
Projection,linear,14300000,0.030491,180067902.736285,
Projection,linear,14400000,0.030387,181315104.340268,
Projection,linear,14500000,0.030284,182562305.944252,
Projection,linear,14600000,0.030182,183809507.548235,
Projection,linear,14700000,0.030081,185056709.152218,
Projection,linear,14800000,0.029981,186303910.756202,
Projection,linear,14900000,0.029882,187551112.360185,
Projection,linear,15000000,0.029784,188798313.964168,
Projection,linear,15100000,0.029687,190045515.568152,
Projection,linear,15200000,0.029591,191292717.172135,
Projection,linear,15300000,0.029496,192539918.776118,
Projection,linear,15400000,0.029402,193787120.380102,
Projection,linear,15500000,0.029309,195034321.984085,
Projection,linear,15600000,0.029217,196281523.588068,
Projection,linear,15700000,0.029125,197528725.192052,
Projection,linear,15800000,0.029035,198775926.796035,
Projection,linear,15900000,0.028945,200023128.400018,
Projection,linear,16000000,0.028856,201270330.004001,
Projection,linear,16100000,0.028768,202517531.607985,
Projection,linear,16200000,0.028681,203764733.211968,
Projection,linear,16300000,0.028595,205011934.815951,
Projection,linear,16400000,0.028509,206259136.419935,
Projection,linear,16500000,0.028425,207506338.023918,
Projection,linear,16600000,0.028341,208753539.627901,
Projection,linear,16700000,0.028257,210000741.231885,
Projection,linear,16800000,0.028175,211247942.835868,
Projection,linear,16900000,0.028093,212495144.439851,
Projection,linear,17000000,0.028012,213742346.043835,
Projection,linear,17100000,0.027932,214989547.647818,
Projection,linear,17200000,0.027852,216236749.251801,
Projection,linear,17300000,0.027773,217483950.855785,
Projection,linear,17400000,0.027695,218731152.459768,
Projection,linear,17500000,0.027617,219978354.063751,
Projection,linear,17600000,0.027540,221225555.667735,
Projection,linear,17700000,0.027464,222472757.271718,
Projection,linear,17800000,0.027389,223719958.875701,
Projection,linear,17900000,0.027314,224967160.479685,
Projection,linear,18000000,0.027239,226214362.083668,
Projection,linear,18100000,0.027166,227461563.687651,
Projection,linear,18200000,0.027092,228708765.291634,
Projection,linear,18300000,0.027020,229955966.895618,
Projection,linear,18400000,0.026948,231203168.499601,
Projection,linear,18500000,0.026877,232450370.103584,
Projection,linear,18600000,0.026806,233697571.707568,
Projection,linear,18700000,0.026736,234944773.311551,
Projection,linear,18800000,0.026666,236191974.915534,
Projection,linear,18900000,0.026597,237439176.519518,
Projection,linear,19000000,0.026528,238686378.123501,
Projection,linear,19100000,0.026460,239933579.727484,
Projection,linear,19200000,0.026393,241180781.331468,
Projection,linear,19300000,0.026326,242427982.935451,
Projection,linear,19400000,0.026260,243675184.539434,
Projection,linear,19500000,0.026194,244922386.143418,
Projection,linear,19600000,0.026128,246169587.747401,
Projection,linear,19700000,0.026063,247416789.351384,
Projection,linear,19800000,0.025999,248663990.955367,
Projection,linear,19900000,0.025935,249911192.559351,
Projection,linear,20000000,0.025872,251158394.163334,
Projection,linear,20100000,0.025809,252405595.767317,
Projection,linear,20200000,0.025746,253652797.371301,
Projection,linear,20300000,0.025684,254899998.975284,
Projection,linear,20400000,0.025623,256147200.579267,
Projection,linear,20500000,0.025562,257394402.183251,
Projection,linear,20600000,0.025501,258641603.787234,
Projection,linear,20700000,0.025441,259888805.391217,
Projection,linear,20800000,0.025381,261136006.995201,
Projection,linear,20900000,0.025322,262383208.599184,
Projection,linear,21000000,0.025263,263630410.203167,
Projection,linear,21100000,0.025204,264877611.807151,
Projection,linear,21200000,0.025146,266124813.411134,
Projection,linear,21300000,0.025088,267372015.015117,
Projection,linear,21400000,0.025031,268619216.619101,
Projection,linear,21500000,0.024974,269866418.223084,
Projection,linear,21600000,0.024918,271113619.827067,
Projection,linear,21700000,0.024862,272360821.431050,
Projection,linear,21800000,0.024806,273608023.035034,
Projection,linear,21900000,0.024751,274855224.639017,
Projection,linear,22000000,0.024696,276102426.243000,
Projection,linear,22100000,0.024641,277349627.846984,
Projection,linear,22200000,0.024587,278596829.450967,
Projection,linear,22300000,0.024533,279844031.054950,
Projection,linear,22400000,0.024480,281091232.658934,
Projection,linear,22500000,0.024426,282338434.262917,
Projection,linear,22600000,0.024374,283585635.866900,
Projection,linear,22700000,0.024321,284832837.470884,
Projection,linear,22800000,0.024269,286080039.074867,
Projection,linear,22900000,0.024217,287327240.678850,
Projection,linear,23000000,0.024166,288574442.282834,
Projection,linear,23100000,0.024115,289821643.886817,
Projection,linear,23200000,0.024064,291068845.490800,
Projection,linear,23300000,0.024014,292316047.094784,
Projection,linear,23400000,0.023964,293563248.698767,
Projection,linear,23500000,0.023914,294810450.302750,
Projection,linear,23600000,0.023865,296057651.906733,
Projection,linear,23700000,0.023816,297304853.510717,
Projection,linear,23800000,0.023767,298552055.114700,
Projection,linear,23900000,0.023718,299799256.718683,
Projection,linear,24000000,0.023670,301046458.322667,
Projection,linear,24100000,0.023622,302293659.926650,
Projection,linear,24200000,0.023575,303540861.530633,
Projection,linear,24300000,0.023527,304788063.134617,
Projection,linear,24400000,0.023480,306035264.738600,
Projection,linear,24500000,0.023434,307282466.342583,
Projection,linear,24600000,0.023387,308529667.946567,
Projection,linear,24700000,0.023341,309776869.550550,
Projection,linear,24800000,0.023295,311024071.154533,
Projection,linear,24900000,0.023249,312271272.758517,
Projection,linear,25000000,0.023204,313518474.362500,
Projection,linear,25100000,0.023159,314765675.966483,
Projection,linear,25200000,0.023114,316012877.570467,
Projection,linear,25300000,0.023070,317260079.174450,
Projection,linear,25400000,0.023026,318507280.778433,
Projection,linear,25500000,0.022982,319754482.382416,
Projection,linear,25600000,0.022938,321001683.986400,
Projection,linear,25700000,0.022894,322248885.590383,
Projection,linear,25800000,0.022851,323496087.194366,
Projection,linear,25900000,0.022808,324743288.798350,
Projection,linear,26000000,0.022765,325990490.402333,
Projection,linear,26100000,0.022723,327237692.006316,
Projection,linear,26200000,0.022681,328484893.610300,
Projection,linear,26300000,0.022639,329732095.214283,
Projection,linear,26400000,0.022597,330979296.818266,
Projection,linear,26500000,0.022555,332226498.422250,
Projection,linear,26600000,0.022514,333473700.026233,
Projection,linear,26700000,0.022473,334720901.630216,
Projection,linear,26800000,0.022432,335968103.234200,
Projection,linear,26900000,0.022392,337215304.838183,
Projection,linear,27000000,0.022351,338462506.442166,
Projection,linear,27100000,0.022311,339709708.046150,
Projection,linear,27200000,0.022271,340956909.650133,
Projection,linear,27300000,0.022232,342204111.254116,
Projection,linear,27400000,0.022192,343451312.858100,
Projection,linear,27500000,0.022153,344698514.462083,
Projection,linear,27600000,0.022114,345945716.066066,
Projection,linear,27700000,0.022075,347192917.670049,
Projection,linear,27800000,0.022036,348440119.274033,
Projection,linear,27900000,0.021998,349687320.878016,
Projection,linear,28000000,0.021960,350934522.481999,
Projection,linear,28100000,0.021922,352181724.085983,
Projection,linear,28200000,0.021884,353428925.689966,
Projection,linear,28300000,0.021846,354676127.293949,
Projection,linear,28400000,0.021809,355923328.897933,
Projection,linear,28500000,0.021772,357170530.501916,
Projection,linear,28600000,0.021735,358417732.105899,
Projection,linear,28700000,0.021698,359664933.709883,
Projection,linear,28800000,0.021661,360912135.313866,
Projection,linear,28900000,0.021625,362159336.917849,
Projection,linear,29000000,0.021589,363406538.521833,
Projection,linear,29100000,0.021553,364653740.125816,
Projection,linear,29200000,0.021517,365900941.729799,
Projection,linear,29300000,0.021481,367148143.333783,
Projection,linear,29400000,0.021446,368395344.937766,
Projection,linear,29500000,0.021410,369642546.541749,
Projection,linear,29600000,0.021375,370889748.145733,
Projection,linear,29700000,0.021340,372136949.749716,
Projection,linear,29800000,0.021305,373384151.353699,
Projection,linear,29900000,0.021271,374631352.957682,
Projection,linear,30000000,0.021236,375878554.561666,
Projection,linear,30100000,0.021202,377125756.165649,
Projection,linear,30200000,0.021168,378372957.769632,
Projection,linear,30300000,0.021134,379620159.373616,
Projection,linear,30400000,0.021100,380867360.977599,
Projection,linear,30500000,0.021067,382114562.581582,
Projection,linear,30600000,0.021033,383361764.185566,
Projection,linear,30700000,0.021000,384608965.789549,
Projection,linear,30800000,0.020967,385856167.393532,
Projection,linear,30900000,0.020934,387103368.997516,
Projection,linear,31000000,0.020901,388350570.601499,
Projection,linear,31100000,0.020868,389597772.205482,
Projection,linear,31200000,0.020836,390844973.809466,
Projection,linear,31300000,0.020804,392092175.413449,
Projection,linear,31400000,0.020771,393339377.017432,
Projection,linear,31500000,0.020739,394586578.621416,
Projection,linear,31600000,0.020708,395833780.225399,
Projection,linear,31700000,0.020676,397080981.829382,
Projection,linear,31800000,0.020644,398328183.433365,
Projection,linear,31900000,0.020613,399575385.037349,
Projection,linear,32000000,0.020582,400822586.641332,
Projection,linear,32100000,0.020551,402069788.245315,
Projection,linear,32200000,0.020520,403316989.849299,
Projection,linear,32300000,0.020489,404564191.453282,
Projection,linear,32400000,0.020458,405811393.057265,
Projection,linear,32500000,0.020428,407058594.661249,
Projection,linear,32600000,0.020397,408305796.265232,
Projection,linear,32700000,0.020367,409552997.869215,
Projection,linear,32800000,0.020337,410800199.473199,
Projection,linear,32900000,0.020307,412047401.077182,
Projection,linear,33000000,0.020277,413294602.681165,
Projection,linear,33100000,0.020247,414541804.285149,
Projection,linear,33200000,0.020218,415789005.889132,
Projection,linear,33300000,0.020188,417036207.493115,
Projection,linear,33400000,0.020159,418283409.097099,
Projection,linear,33500000,0.020130,419530610.701082,
Projection,linear,33600000,0.020101,420777812.305065,
Projection,linear,33700000,0.020072,422025013.909048,
Projection,linear,33800000,0.020043,423272215.513032,
Projection,linear,33900000,0.020015,424519417.117015,
Projection,linear,34000000,0.019986,425766618.720998,
Projection,linear,34100000,0.019958,427013820.324982,
Projection,linear,34200000,0.019929,428261021.928965,
Projection,linear,34300000,0.019901,429508223.532948,
Projection,linear,34400000,0.019873,430755425.136932,
Projection,linear,34500000,0.019845,432002626.740915,
Projection,linear,34600000,0.019817,433249828.344898,
Projection,linear,34700000,0.019790,434497029.948882,
Projection,linear,34800000,0.019762,435744231.552865,
Projection,linear,34900000,0.019735,436991433.156848,
Projection,linear,35000000,0.019707,438238634.760832,
Projection,linear,35100000,0.019680,439485836.364815,
Projection,linear,35200000,0.019653,440733037.968798,
Projection,linear,35300000,0.019626,441980239.572782,
Projection,linear,35400000,0.019599,443227441.176765,
Projection,linear,35500000,0.019573,444474642.780748,
Projection,linear,35600000,0.019546,445721844.384731,
Projection,linear,35700000,0.019520,446969045.988715,
Projection,linear,35800000,0.019493,448216247.592698,
Projection,linear,35900000,0.019467,449463449.196681,
Projection,linear,36000000,0.019441,450710650.800665,
Projection,linear,36100000,0.019415,451957852.404648,
Projection,linear,36200000,0.019389,453205054.008631,
Projection,linear,36300000,0.019363,454452255.612615,
Projection,linear,36400000,0.019337,455699457.216598,
Projection,linear,36500000,0.019311,456946658.820581,
Projection,linear,36600000,0.019286,458193860.424565,
Projection,linear,36700000,0.019260,459441062.028548,
Projection,linear,36800000,0.019235,460688263.632531,
Projection,linear,36900000,0.019210,461935465.236515,
Projection,linear,37000000,0.019185,463182666.840498,
Projection,linear,37100000,0.019160,464429868.444481,
Projection,linear,37200000,0.019135,465677070.048465,
Projection,linear,37300000,0.019110,466924271.652448,
Projection,linear,37400000,0.019085,468171473.256431,
Projection,linear,37500000,0.019061,469418674.860415,
Projection,linear,37600000,0.019036,470665876.464398,
Projection,linear,37700000,0.019012,471913078.068381,
Projection,linear,37800000,0.018987,473160279.672364,
Projection,linear,37900000,0.018963,474407481.276348,
Projection,linear,38000000,0.018939,475654682.880331,
Projection,linear,38100000,0.018915,476901884.484314,
Projection,linear,38200000,0.018891,478149086.088298,
Projection,linear,38300000,0.018867,479396287.692281,
Projection,linear,38400000,0.018843,480643489.296264,
Projection,linear,38500000,0.018820,481890690.900248,
Projection,linear,38600000,0.018796,483137892.504231,
Projection,linear,38700000,0.018773,484385094.108214,
Projection,linear,38800000,0.018749,485632295.712198,
Projection,linear,38900000,0.018726,486879497.316181,
Projection,linear,39000000,0.018703,488126698.920164,
Projection,linear,39100000,0.018680,489373900.524148,
Projection,linear,39200000,0.018657,490621102.128131,
Projection,linear,39300000,0.018634,491868303.732114,
Projection,linear,39400000,0.018611,493115505.336097,
Projection,linear,39500000,0.018588,494362706.940081,
Projection,linear,39600000,0.018565,495609908.544064,
Projection,linear,39700000,0.018543,496857110.148047,
Projection,linear,39800000,0.018520,498104311.752031,
Projection,linear,39900000,0.018498,499351513.356014,
Projection,linear,40000000,0.018476,500598714.959997,
Projection,linear,40100000,0.018453,501845916.563981,
Projection,linear,40200000,0.018431,503093118.167964,
Projection,linear,40300000,0.018409,504340319.771947,
Projection,linear,40400000,0.018387,505587521.375931,
Projection,linear,40500000,0.018365,506834722.979914,
Projection,linear,40600000,0.018343,508081924.583897,
Projection,linear,40700000,0.018322,509329126.187881,
Projection,linear,40800000,0.018300,510576327.791864,
Projection,linear,40900000,0.018278,511823529.395847,
Projection,linear,41000000,0.018257,513070730.999830,
Projection,linear,41100000,0.018235,514317932.603814,
Projection,linear,41200000,0.018214,515565134.207797,
Projection,linear,41300000,0.018193,516812335.811781,
Projection,linear,41400000,0.018171,518059537.415764,
Projection,linear,41500000,0.018150,519306739.019747,
Projection,linear,41600000,0.018129,520553940.623730,
Projection,linear,41700000,0.018108,521801142.227714,
Projection,linear,41800000,0.018087,523048343.831697,
Projection,linear,41900000,0.018067,524295545.435681,
Projection,linear,42000000,0.018046,525542747.039664,
Projection,linear,42100000,0.018025,526789948.643647,
Projection,linear,42200000,0.018004,528037150.247630,
Projection,linear,42300000,0.017984,529284351.851614,
Projection,linear,42400000,0.017963,530531553.455597,
Projection,linear,42500000,0.017943,531778755.059580,
Projection,linear,42600000,0.017923,533025956.663564,
Projection,linear,42700000,0.017902,534273158.267547,
Projection,linear,42800000,0.017882,535520359.871530,
Projection,linear,42900000,0.017862,536767561.475514,
Projection,linear,43000000,0.017842,538014763.079497,
Projection,linear,43100000,0.017822,539261964.683480,
Projection,linear,43200000,0.017802,540509166.287463,
Projection,linear,43300000,0.017782,541756367.891447,
Projection,linear,43400000,0.017763,543003569.495430,
Projection,linear,43500000,0.017743,544250771.099414,
Projection,linear,43600000,0.017723,545497972.703397,
Projection,linear,43700000,0.017704,546745174.307380,
Projection,linear,43800000,0.017684,547992375.911363,
Projection,linear,43900000,0.017665,549239577.515347,
Projection,linear,44000000,0.017646,550486779.119330,
Projection,linear,44100000,0.017626,551733980.723313,
Projection,linear,44200000,0.017607,552981182.327297,
Projection,linear,44300000,0.017588,554228383.931280,
Projection,linear,44400000,0.017569,555475585.535263,
Projection,linear,44500000,0.017550,556722787.139247,
Projection,linear,44600000,0.017531,557969988.743230,
Projection,linear,44700000,0.017512,559217190.347213,
Projection,linear,44800000,0.017493,560464391.951197,
Projection,linear,44900000,0.017474,561711593.555180,
Projection,linear,45000000,0.017456,562958795.159163,
Projection,linear,45100000,0.017437,564205996.763146,
Projection,linear,45200000,0.017418,565453198.367130,
Projection,linear,45300000,0.017400,566700399.971113,
Projection,linear,45400000,0.017381,567947601.575096,
Projection,linear,45500000,0.017363,569194803.179080,
Projection,linear,45600000,0.017345,570442004.783063,
Projection,linear,45700000,0.017326,571689206.387046,
Projection,linear,45800000,0.017308,572936407.991030,
Projection,linear,45900000,0.017290,574183609.595013,
Projection,linear,46000000,0.017272,575430811.198996,
Projection,linear,46100000,0.017254,576678012.802980,
Projection,linear,46200000,0.017236,577925214.406963,
Projection,linear,46300000,0.017218,579172416.010946,
Projection,linear,46400000,0.017200,580419617.614930,
Projection,linear,46500000,0.017182,581666819.218913,
Projection,linear,46600000,0.017164,582914020.822896,
Projection,linear,46700000,0.017147,584161222.426880,
Projection,linear,46800000,0.017129,585408424.030863,
Projection,linear,46900000,0.017112,586655625.634846,
Projection,linear,47000000,0.017094,587902827.238829,
Projection,linear,47100000,0.017077,589150028.842813,
Projection,linear,47200000,0.017059,590397230.446796,
Projection,linear,47300000,0.017042,591644432.050779,
Projection,linear,47400000,0.017024,592891633.654763,
Projection,linear,47500000,0.017007,594138835.258746,
Projection,linear,47600000,0.016990,595386036.862729,
Projection,linear,47700000,0.016973,596633238.466713,
Projection,linear,47800000,0.016956,597880440.070696,
Projection,linear,47900000,0.016939,599127641.674679,
Projection,linear,48000000,0.016922,600374843.278663,
Projection,linear,48100000,0.016905,601622044.882646,
Projection,linear,48200000,0.016888,602869246.486629,
Projection,linear,48300000,0.016871,604116448.090613,
Projection,linear,48400000,0.016854,605363649.694596,
Projection,linear,48500000,0.016838,606610851.298579,
Projection,linear,48600000,0.016821,607858052.902562,
Projection,linear,48700000,0.016804,609105254.506546,
Projection,linear,48800000,0.016788,610352456.110529,
Projection,linear,48900000,0.016771,611599657.714512,
Projection,linear,49000000,0.016755,612846859.318496,
Projection,linear,49100000,0.016738,614094060.922479,
Projection,linear,49200000,0.016722,615341262.526463,
Projection,linear,49300000,0.016706,616588464.130446,
Projection,linear,49400000,0.016689,617835665.734429,
Projection,linear,49500000,0.016673,619082867.338413,
Projection,linear,49600000,0.016657,620330068.942396,
Projection,linear,49700000,0.016641,621577270.546379,
Projection,linear,49800000,0.016625,622824472.150362,
Projection,linear,49900000,0.016609,624071673.754346,
Projection,linear,50000000,0.016593,625318875.358329,
Projection,linear,50100000,0.016577,626566076.962312,
Projection,linear,50200000,0.016561,627813278.566296,
Projection,linear,50300000,0.016545,629060480.170279,
Projection,linear,50400000,0.016529,630307681.774262,
Projection,linear,50500000,0.016514,631554883.378246,
Projection,linear,50600000,0.016498,632802084.982229,
Projection,linear,50700000,0.016482,634049286.586212,
Projection,linear,50800000,0.016467,635296488.190196,
Projection,linear,50900000,0.016451,636543689.794179,
Projection,linear,51000000,0.016436,637790891.398162,
Projection,linear,51100000,0.016420,639038093.002146,
Projection,linear,51200000,0.016405,640285294.606129,
Projection,linear,51300000,0.016390,641532496.210112,
Projection,linear,51400000,0.016374,642779697.814095,
Projection,linear,51500000,0.016359,644026899.418079,
Projection,linear,51600000,0.016344,645274101.022062,
Projection,linear,51700000,0.016329,646521302.626045,
Projection,linear,51800000,0.016313,647768504.230029,
Projection,linear,51900000,0.016298,649015705.834012,
Projection,linear,52000000,0.016283,650262907.437995,
Projection,linear,52100000,0.016268,651510109.041979,
Projection,linear,52200000,0.016253,652757310.645962,
Projection,linear,52300000,0.016238,654004512.249945,
Projection,linear,52400000,0.016223,655251713.853929,
Projection,linear,52500000,0.016209,656498915.457912,
Projection,linear,52600000,0.016194,657746117.061895,
Projection,linear,52700000,0.016179,658993318.665879,
Projection,linear,52800000,0.016164,660240520.269862,
Projection,linear,52900000,0.016150,661487721.873845,
Projection,linear,53000000,0.016135,662734923.477828,
Projection,linear,53100000,0.016120,663982125.081812,
Projection,linear,53200000,0.016106,665229326.685795,
Projection,linear,53300000,0.016091,666476528.289778,
Projection,linear,53400000,0.016077,667723729.893762,
Projection,linear,53500000,0.016062,668970931.497745,
Projection,linear,53600000,0.016048,670218133.101728,
Projection,linear,53700000,0.016034,671465334.705712,
Projection,linear,53800000,0.016019,672712536.309695,
Projection,linear,53900000,0.016005,673959737.913678,
Projection,linear,54000000,0.015991,675206939.517662,
Projection,linear,54100000,0.015977,676454141.121645,
Projection,linear,54200000,0.015963,677701342.725628,
Projection,linear,54300000,0.015948,678948544.329612,
Projection,linear,54400000,0.015934,680195745.933595,
Projection,linear,54500000,0.015920,681442947.537578,
Projection,linear,54600000,0.015906,682690149.141562,
Projection,linear,54700000,0.015892,683937350.745545,
Projection,linear,54800000,0.015879,685184552.349528,
Projection,linear,54900000,0.015865,686431753.953511,
Projection,linear,55000000,0.015851,687678955.557495,
Projection,linear,55100000,0.015837,688926157.161478,
Projection,linear,55200000,0.015823,690173358.765461,
Projection,linear,55300000,0.015810,691420560.369445,
Projection,linear,55400000,0.015796,692667761.973428,
Projection,linear,55500000,0.015782,693914963.577411,
Projection,linear,55600000,0.015769,695162165.181395,
Projection,linear,55700000,0.015755,696409366.785378,
Projection,linear,55800000,0.015741,697656568.389361,
Projection,linear,55900000,0.015728,698903769.993345,
Projection,linear,56000000,0.015714,700150971.597328,
Projection,linear,56100000,0.015701,701398173.201311,
Projection,linear,56200000,0.015688,702645374.805295,
Projection,linear,56300000,0.015674,703892576.409278,
Projection,linear,56400000,0.015661,705139778.013261,
Projection,linear,56500000,0.015648,706386979.617244,
Projection,linear,56600000,0.015634,707634181.221228,
Projection,linear,56700000,0.015621,708881382.825211,
Projection,linear,56800000,0.015608,710128584.429194,
Projection,linear,56900000,0.015595,711375786.033178,
