Forward Financial Framework Kaiserslatuarn+ Model Experiments Results,
GPU,ee-snowball1,
Type,Stepping,Simulation Paths,Accuracy,Latency,
Projection,linear,55000000,0.015334,1905035768.062053,
Projection,linear,55100000,0.015320,1908495489.784316,
Projection,linear,55200000,0.015306,1911955211.506579,
Projection,linear,55300000,0.015292,1915414933.228843,
Projection,linear,55400000,0.015278,1918874654.951106,
Projection,linear,55500000,0.015264,1922334376.673369,
Projection,linear,55600000,0.015251,1925794098.395633,
Projection,linear,55700000,0.015237,1929253820.117896,
Projection,linear,55800000,0.015223,1932713541.840159,
Projection,linear,55900000,0.015209,1936173263.562423,
Projection,linear,56000000,0.015196,1939632985.284686,
Projection,linear,56100000,0.015182,1943092707.006949,
Projection,linear,56200000,0.015168,1946552428.729213,
Projection,linear,56300000,0.015155,1950012150.451476,
Projection,linear,56400000,0.015141,1953471872.173739,
Projection,linear,56500000,0.015128,1956931593.896003,
Projection,linear,56600000,0.015114,1960391315.618266,
Projection,linear,56700000,0.015101,1963851037.340530,
Projection,linear,56800000,0.015088,1967310759.062793,
Projection,linear,56900000,0.015074,1970770480.785056,
Projection,linear,57000000,0.015061,1974230202.507319,
Projection,linear,57100000,0.015048,1977689924.229583,
Projection,linear,57200000,0.015034,1981149645.951846,
Projection,linear,57300000,0.015021,1984609367.674110,
Projection,linear,57400000,0.015008,1988069089.396373,
Projection,linear,57500000,0.014995,1991528811.118636,
Projection,linear,57600000,0.014982,1994988532.840900,
Projection,linear,57700000,0.014969,1998448254.563163,
Projection,linear,57800000,0.014956,2001907976.285426,
Projection,linear,57900000,0.014943,2005367698.007690,
Projection,linear,58000000,0.014930,2008827419.729953,
Projection,linear,58100000,0.014917,2012287141.452217,
Projection,linear,58200000,0.014904,2015746863.174480,
Projection,linear,58300000,0.014891,2019206584.896743,
Projection,linear,58400000,0.014878,2022666306.619007,
Projection,linear,58500000,0.014865,2026126028.341270,
Projection,linear,58600000,0.014853,2029585750.063533,
Projection,linear,58700000,0.014840,2033045471.785796,
Projection,linear,58800000,0.014827,2036505193.508060,
Projection,linear,58900000,0.014815,2039964915.230323,
Projection,linear,59000000,0.014802,2043424636.952587,
Projection,linear,59100000,0.014789,2046884358.674850,
Projection,linear,59200000,0.014777,2050344080.397113,
Projection,linear,59300000,0.014764,2053803802.119377,
Projection,linear,59400000,0.014752,2057263523.841640,
Projection,linear,59500000,0.014739,2060723245.563903,
Projection,linear,59600000,0.014727,2064182967.286167,
Projection,linear,59700000,0.014714,2067642689.008430,
Projection,linear,59800000,0.014702,2071102410.730693,
Projection,linear,59900000,0.014690,2074562132.452957,
Projection,linear,60000000,0.014677,2078021854.175220,
Projection,linear,60100000,0.014665,2081481575.897483,
Projection,linear,60200000,0.014653,2084941297.619747,
Projection,linear,60300000,0.014640,2088401019.342010,
Projection,linear,60400000,0.014628,2091860741.064273,
Projection,linear,60500000,0.014616,2095320462.786537,
Projection,linear,60600000,0.014604,2098780184.508800,
Projection,linear,60700000,0.014592,2102239906.231064,
Projection,linear,60800000,0.014580,2105699627.953327,
Projection,linear,60900000,0.014568,2109159349.675591,
Projection,linear,61000000,0.014556,2112619071.397854,
Projection,linear,61100000,0.014544,2116078793.120117,
Projection,linear,61200000,0.014532,2119538514.842380,
Projection,linear,61300000,0.014520,2122998236.564644,
Projection,linear,61400000,0.014508,2126457958.286907,
Projection,linear,61500000,0.014496,2129917680.009170,
Projection,linear,61600000,0.014484,2133377401.731434,
Projection,linear,61700000,0.014472,2136837123.453697,
Projection,linear,61800000,0.014461,2140296845.175960,
Projection,linear,61900000,0.014449,2143756566.898224,
Projection,linear,62000000,0.014437,2147216288.620487,
Projection,linear,62100000,0.014425,2150676010.342751,
Projection,linear,62200000,0.014414,2154135732.065013,
Projection,linear,62300000,0.014402,2157595453.787277,
Projection,linear,62400000,0.014390,2161055175.509541,
Projection,linear,62500000,0.014379,2164514897.231803,
Projection,linear,62600000,0.014367,2167974618.954067,
Projection,linear,62700000,0.014356,2171434340.676331,
Projection,linear,62800000,0.014344,2174894062.398594,
Projection,linear,62900000,0.014333,2178353784.120857,
Projection,linear,63000000,0.014321,2181813505.843121,
Projection,linear,63100000,0.014310,2185273227.565384,
Projection,linear,63200000,0.014299,2188732949.287647,
Projection,linear,63300000,0.014287,2192192671.009911,
Projection,linear,63400000,0.014276,2195652392.732174,
Projection,linear,63500000,0.014264,2199112114.454437,
Projection,linear,63600000,0.014253,2202571836.176701,
Projection,linear,63700000,0.014242,2206031557.898964,
Projection,linear,63800000,0.014231,2209491279.621227,
Projection,linear,63900000,0.014219,2212951001.343491,
Projection,linear,64000000,0.014208,2216410723.065754,
Projection,linear,64100000,0.014197,2219870444.788018,
Projection,linear,64200000,0.014186,2223330166.510281,
Projection,linear,64300000,0.014175,2226789888.232544,
Projection,linear,64400000,0.014164,2230249609.954807,
Projection,linear,64500000,0.014153,2233709331.677071,
Projection,linear,64600000,0.014142,2237169053.399334,
Projection,linear,64700000,0.014131,2240628775.121598,
Projection,linear,64800000,0.014120,2244088496.843861,
Projection,linear,64900000,0.014109,2247548218.566124,
Projection,linear,65000000,0.014098,2251007940.288387,
Projection,linear,65100000,0.014087,2254467662.010651,
Projection,linear,65200000,0.014076,2257927383.732914,
Projection,linear,65300000,0.014065,2261387105.455178,
Projection,linear,65400000,0.014054,2264846827.177441,
Projection,linear,65500000,0.014044,2268306548.899704,
Projection,linear,65600000,0.014033,2271766270.621967,
Projection,linear,65700000,0.014022,2275225992.344231,
Projection,linear,65800000,0.014011,2278685714.066495,
Projection,linear,65900000,0.014001,2282145435.788757,
Projection,linear,66000000,0.013990,2285605157.511021,
Projection,linear,66100000,0.013979,2289064879.233284,
Projection,linear,66200000,0.013969,2292524600.955548,
Projection,linear,66300000,0.013958,2295984322.677811,
Projection,linear,66400000,0.013947,2299444044.400074,
Projection,linear,66500000,0.013937,2302903766.122338,
Projection,linear,66600000,0.013926,2306363487.844601,
Projection,linear,66700000,0.013916,2309823209.566864,
Projection,linear,66800000,0.013905,2313282931.289128,
Projection,linear,66900000,0.013895,2316742653.011392,
Projection,linear,67000000,0.013884,2320202374.733654,
Projection,linear,67100000,0.013874,2323662096.455918,
Projection,linear,67200000,0.013864,2327121818.178181,
Projection,linear,67300000,0.013853,2330581539.900445,
Projection,linear,67400000,0.013843,2334041261.622708,
Projection,linear,67500000,0.013833,2337500983.344972,
Projection,linear,67600000,0.013822,2340960705.067235,
Projection,linear,67700000,0.013812,2344420426.789498,
Projection,linear,67800000,0.013802,2347880148.511761,
Projection,linear,67900000,0.013792,2351339870.234025,
Projection,linear,68000000,0.013781,2354799591.956288,
Projection,linear,68100000,0.013771,2358259313.678552,
Projection,linear,68200000,0.013761,2361719035.400815,
Projection,linear,68300000,0.013751,2365178757.123078,
Projection,linear,68400000,0.013741,2368638478.845341,
Projection,linear,68500000,0.013731,2372098200.567605,
Projection,linear,68600000,0.013721,2375557922.289868,
Projection,linear,68700000,0.013710,2379017644.012131,
Projection,linear,68800000,0.013700,2382477365.734395,
Projection,linear,68900000,0.013690,2385937087.456658,
Projection,linear,69000000,0.013680,2389396809.178922,
Projection,linear,69100000,0.013670,2392856530.901185,
Projection,linear,69200000,0.013661,2396316252.623448,
Projection,linear,69300000,0.013651,2399775974.345712,
Projection,linear,69400000,0.013641,2403235696.067975,
Projection,linear,69500000,0.013631,2406695417.790238,
Projection,linear,69600000,0.013621,2410155139.512502,
Projection,linear,69700000,0.013611,2413614861.234765,
Projection,linear,69800000,0.013601,2417074582.957028,
Projection,linear,69900000,0.013591,2420534304.679292,
Projection,linear,70000000,0.013582,2423994026.401555,
Projection,linear,70100000,0.013572,2427453748.123818,
Projection,linear,70200000,0.013562,2430913469.846082,
Projection,linear,70300000,0.013552,2434373191.568345,
Projection,linear,70400000,0.013543,2437832913.290608,
Projection,linear,70500000,0.013533,2441292635.012871,
Projection,linear,70600000,0.013523,2444752356.735136,
Projection,linear,70700000,0.013514,2448212078.457399,
Projection,linear,70800000,0.013504,2451671800.179662,
Projection,linear,70900000,0.013495,2455131521.901925,
Projection,linear,71000000,0.013485,2458591243.624188,
Projection,linear,71100000,0.013476,2462050965.346452,
Projection,linear,71200000,0.013466,2465510687.068715,
Projection,linear,71300000,0.013456,2468970408.790979,
Projection,linear,71400000,0.013447,2472430130.513242,
Projection,linear,71500000,0.013438,2475889852.235505,
Projection,linear,71600000,0.013428,2479349573.957768,
Projection,linear,71700000,0.013419,2482809295.680032,
Projection,linear,71800000,0.013409,2486269017.402295,
Projection,linear,71900000,0.013400,2489728739.124559,
Projection,linear,72000000,0.013390,2493188460.846822,
Projection,linear,72100000,0.013381,2496648182.569086,
Projection,linear,72200000,0.013372,2500107904.291348,
Projection,linear,72300000,0.013362,2503567626.013612,
Projection,linear,72400000,0.013353,2507027347.735876,
Projection,linear,72500000,0.013344,2510487069.458138,
Projection,linear,72600000,0.013335,2513946791.180402,
Projection,linear,72700000,0.013325,2517406512.902666,
Projection,linear,72800000,0.013316,2520866234.624929,
Projection,linear,72900000,0.013307,2524325956.347192,
Projection,linear,73000000,0.013298,2527785678.069456,
Projection,linear,73100000,0.013289,2531245399.791719,
Projection,linear,73200000,0.013279,2534705121.513982,
Projection,linear,73300000,0.013270,2538164843.236246,
Projection,linear,73400000,0.013261,2541624564.958509,
Projection,linear,73500000,0.013252,2545084286.680772,
Projection,linear,73600000,0.013243,2548544008.403036,
Projection,linear,73700000,0.013234,2552003730.125299,
Projection,linear,73800000,0.013225,2555463451.847562,
Projection,linear,73900000,0.013216,2558923173.569825,
Projection,linear,74000000,0.013207,2562382895.292089,
Projection,linear,74100000,0.013198,2565842617.014352,
Projection,linear,74200000,0.013189,2569302338.736616,
Projection,linear,74300000,0.013180,2572762060.458879,
Projection,linear,74400000,0.013171,2576221782.181142,
Projection,linear,74500000,0.013162,2579681503.903406,
Projection,linear,74600000,0.013153,2583141225.625669,
Projection,linear,74700000,0.013145,2586600947.347932,
Projection,linear,74800000,0.013136,2590060669.070196,
Projection,linear,74900000,0.013127,2593520390.792459,
Projection,linear,75000000,0.013118,2596980112.514722,
Projection,linear,75100000,0.013109,2600439834.236986,
Projection,linear,75200000,0.013100,2603899555.959249,
Projection,linear,75300000,0.013092,2607359277.681512,
Projection,linear,75400000,0.013083,2610818999.403776,
Projection,linear,75500000,0.013074,2614278721.126039,
Projection,linear,75600000,0.013066,2617738442.848303,
Projection,linear,75700000,0.013057,2621198164.570566,
Projection,linear,75800000,0.013048,2624657886.292829,
Projection,linear,75900000,0.013039,2628117608.015093,
Projection,linear,76000000,0.013031,2631577329.737356,
Projection,linear,76100000,0.013022,2635037051.459619,
Projection,linear,76200000,0.013014,2638496773.181883,
Projection,linear,76300000,0.013005,2641956494.904146,
Projection,linear,76400000,0.012996,2645416216.626410,
Projection,linear,76500000,0.012988,2648875938.348673,
Projection,linear,76600000,0.012979,2652335660.070937,
Projection,linear,76700000,0.012971,2655795381.793199,
Projection,linear,76800000,0.012962,2659255103.515463,
Projection,linear,76900000,0.012954,2662714825.237727,
Projection,linear,77000000,0.012945,2666174546.959989,
Projection,linear,77100000,0.012937,2669634268.682253,
Projection,linear,77200000,0.012928,2673093990.404516,
Projection,linear,77300000,0.012920,2676553712.126780,
Projection,linear,77400000,0.012912,2680013433.849043,
Projection,linear,77500000,0.012903,2683473155.571306,
Projection,linear,77600000,0.012895,2686932877.293570,
Projection,linear,77700000,0.012886,2690392599.015833,
Projection,linear,77800000,0.012878,2693852320.738097,
Projection,linear,77900000,0.012870,2697312042.460360,
Projection,linear,78000000,0.012862,2700771764.182623,
Projection,linear,78100000,0.012853,2704231485.904886,
Projection,linear,78200000,0.012845,2707691207.627150,
Projection,linear,78300000,0.012837,2711150929.349413,
Projection,linear,78400000,0.012828,2714610651.071676,
Projection,linear,78500000,0.012820,2718070372.793940,
Projection,linear,78600000,0.012812,2721530094.516203,
Projection,linear,78700000,0.012804,2724989816.238466,
Projection,linear,78800000,0.012796,2728449537.960730,
Projection,linear,78900000,0.012787,2731909259.682993,
Projection,linear,79000000,0.012779,2735368981.405256,
Projection,linear,79100000,0.012771,2738828703.127520,
Projection,linear,79200000,0.012763,2742288424.849783,
Projection,linear,79300000,0.012755,2745748146.572047,
Projection,linear,79400000,0.012747,2749207868.294310,
Projection,linear,79500000,0.012739,2752667590.016572,
Projection,linear,79600000,0.012731,2756127311.738836,
Projection,linear,79700000,0.012723,2759587033.461100,
Projection,linear,79800000,0.012715,2763046755.183363,
Projection,linear,79900000,0.012707,2766506476.905626,
Projection,linear,80000000,0.012699,2769966198.627890,
Projection,linear,80100000,0.012691,2773425920.350153,
Projection,linear,80200000,0.012683,2776885642.072416,
Projection,linear,80300000,0.012675,2780345363.794680,
Projection,linear,80400000,0.012667,2783805085.516943,
Projection,linear,80500000,0.012659,2787264807.239207,
Projection,linear,80600000,0.012651,2790724528.961470,
Projection,linear,80700000,0.012643,2794184250.683734,
Projection,linear,80800000,0.012635,2797643972.405996,
Projection,linear,80900000,0.012627,2801103694.128260,
Projection,linear,81000000,0.012619,2804563415.850524,
Projection,linear,81100000,0.012612,2808023137.572787,
Projection,linear,81200000,0.012604,2811482859.295050,
Projection,linear,81300000,0.012596,2814942581.017313,
Projection,linear,81400000,0.012588,2818402302.739577,
Projection,linear,81500000,0.012580,2821862024.461840,
Projection,linear,81600000,0.012573,2825321746.184103,
Projection,linear,81700000,0.012565,2828781467.906367,
Projection,linear,81800000,0.012557,2832241189.628630,
Projection,linear,81900000,0.012549,2835700911.350894,
Projection,linear,82000000,0.012542,2839160633.073157,
Projection,linear,82100000,0.012534,2842620354.795420,
Projection,linear,82200000,0.012526,2846080076.517684,
Projection,linear,82300000,0.012519,2849539798.239947,
Projection,linear,82400000,0.012511,2852999519.962211,
Projection,linear,82500000,0.012503,2856459241.684474,
Projection,linear,82600000,0.012496,2859918963.406736,
Projection,linear,82700000,0.012488,2863378685.129001,
Projection,linear,82800000,0.012480,2866838406.851264,
Projection,linear,82900000,0.012473,2870298128.573527,
Projection,linear,83000000,0.012465,2873757850.295790,
Projection,linear,83100000,0.012458,2877217572.018054,
Projection,linear,83200000,0.012450,2880677293.740317,
Projection,linear,83300000,0.012443,2884137015.462580,
Projection,linear,83400000,0.012435,2887596737.184844,
Projection,linear,83500000,0.012428,2891056458.907107,
Projection,linear,83600000,0.012420,2894516180.629371,
Projection,linear,83700000,0.012413,2897975902.351634,
Projection,linear,83800000,0.012405,2901435624.073897,
Projection,linear,83900000,0.012398,2904895345.796161,
Projection,linear,84000000,0.012390,2908355067.518424,
Projection,linear,84100000,0.012383,2911814789.240687,
Projection,linear,84200000,0.012375,2915274510.962951,
Projection,linear,84300000,0.012368,2918734232.685214,
Projection,linear,84400000,0.012361,2922193954.407477,
Projection,linear,84500000,0.012353,2925653676.129741,
Projection,linear,84600000,0.012346,2929113397.852004,
Projection,linear,84700000,0.012339,2932573119.574267,
Projection,linear,84800000,0.012331,2936032841.296531,
Projection,linear,84900000,0.012324,2939492563.018794,
Projection,linear,85000000,0.012317,2942952284.741057,
Projection,linear,85100000,0.012309,2946412006.463321,
Projection,linear,85200000,0.012302,2949871728.185584,
Projection,linear,85300000,0.012295,2953331449.907848,
Projection,linear,85400000,0.012288,2956791171.630111,
Projection,linear,85500000,0.012280,2960250893.352374,
Projection,linear,85600000,0.012273,2963710615.074638,
Projection,linear,85700000,0.012266,2967170336.796900,
Projection,linear,85800000,0.012259,2970630058.519164,
Projection,linear,85900000,0.012251,2974089780.241428,
Projection,linear,86000000,0.012244,2977549501.963691,
Projection,linear,86100000,0.012237,2981009223.685954,
Projection,linear,86200000,0.012230,2984468945.408217,
Projection,linear,86300000,0.012223,2987928667.130481,
Projection,linear,86400000,0.012216,2991388388.852744,
Projection,linear,86500000,0.012209,2994848110.575008,
Projection,linear,86600000,0.012201,2998307832.297271,
Projection,linear,86700000,0.012194,3001767554.019535,
Projection,linear,86800000,0.012187,3005227275.741797,
Projection,linear,86900000,0.012180,3008686997.464061,
Projection,linear,87000000,0.012173,3012146719.186325,
Projection,linear,87100000,0.012166,3015606440.908587,
Projection,linear,87200000,0.012159,3019066162.630851,
Projection,linear,87300000,0.012152,3022525884.353115,
Projection,linear,87400000,0.012145,3025985606.075377,
Projection,linear,87500000,0.012138,3029445327.797641,
Projection,linear,87600000,0.012131,3032905049.519905,
Projection,linear,87700000,0.012124,3036364771.242167,
Projection,linear,87800000,0.012117,3039824492.964431,
Projection,linear,87900000,0.012110,3043284214.686694,
Projection,linear,88000000,0.012103,3046743936.408958,
Projection,linear,88100000,0.012096,3050203658.131221,
Projection,linear,88200000,0.012089,3053663379.853485,
Projection,linear,88300000,0.012083,3057123101.575748,
Projection,linear,88400000,0.012076,3060582823.298011,
Projection,linear,88500000,0.012069,3064042545.020275,
Projection,linear,88600000,0.012062,3067502266.742537,
Projection,linear,88700000,0.012055,3070961988.464801,
Projection,linear,88800000,0.012048,3074421710.187064,
Projection,linear,88900000,0.012041,3077881431.909328,
Projection,linear,89000000,0.012035,3081341153.631592,
Projection,linear,89100000,0.012028,3084800875.353855,
Projection,linear,89200000,0.012021,3088260597.076118,
Projection,linear,89300000,0.012014,3091720318.798382,
Projection,linear,89400000,0.012007,3095180040.520645,
Projection,linear,89500000,0.012001,3098639762.242908,
Projection,linear,89600000,0.011994,3102099483.965171,
Projection,linear,89700000,0.011987,3105559205.687435,
Projection,linear,89800000,0.011980,3109018927.409698,
Projection,linear,89900000,0.011974,3112478649.131961,
Projection,linear,90000000,0.011967,3115938370.854225,
Projection,linear,90100000,0.011960,3119398092.576488,
Projection,linear,90200000,0.011954,3122857814.298752,
Projection,linear,90300000,0.011947,3126317536.021015,
Projection,linear,90400000,0.011940,3129777257.743278,
Projection,linear,90500000,0.011934,3133236979.465542,
Projection,linear,90600000,0.011927,3136696701.187805,
Projection,linear,90700000,0.011920,3140156422.910068,
Projection,linear,90800000,0.011914,3143616144.632331,
Projection,linear,90900000,0.011907,3147075866.354595,
Projection,linear,91000000,0.011901,3150535588.076858,
Projection,linear,91100000,0.011894,3153995309.799122,
Projection,linear,91200000,0.011887,3157455031.521386,
Projection,linear,91300000,0.011881,3160914753.243648,
Projection,linear,91400000,0.011874,3164374474.965912,
Projection,linear,91500000,0.011868,3167834196.688175,
Projection,linear,91600000,0.011861,3171293918.410438,
Projection,linear,91700000,0.011855,3174753640.132702,
Projection,linear,91800000,0.011848,3178213361.854965,
Projection,linear,91900000,0.011842,3181673083.577229,
Projection,linear,92000000,0.011835,3185132805.299491,
Projection,linear,92100000,0.011829,3188592527.021755,
Projection,linear,92200000,0.011822,3192052248.744019,
Projection,linear,92300000,0.011816,3195511970.466281,
Projection,linear,92400000,0.011809,3198971692.188545,
Projection,linear,92500000,0.011803,3202431413.910809,
Projection,linear,92600000,0.011797,3205891135.633072,
Projection,linear,92700000,0.011790,3209350857.355335,
Projection,linear,92800000,0.011784,3212810579.077599,
Projection,linear,92900000,0.011777,3216270300.799862,
Projection,linear,93000000,0.011771,3219730022.522125,
Projection,linear,93100000,0.011765,3223189744.244389,
Projection,linear,93200000,0.011758,3226649465.966652,
Projection,linear,93300000,0.011752,3230109187.688916,
Projection,linear,93400000,0.011746,3233568909.411179,
Projection,linear,93500000,0.011739,3237028631.133442,
Projection,linear,93600000,0.011733,3240488352.855705,
Projection,linear,93700000,0.011727,3243948074.577969,
Projection,linear,93800000,0.011720,3247407796.300232,
Projection,linear,93900000,0.011714,3250867518.022495,
Projection,linear,94000000,0.011708,3254327239.744759,
Projection,linear,94100000,0.011701,3257786961.467022,
Projection,linear,94200000,0.011695,3261246683.189285,
Projection,linear,94300000,0.011689,3264706404.911550,
Projection,linear,94400000,0.011683,3268166126.633812,
Projection,linear,94500000,0.011676,3271625848.356075,
Projection,linear,94600000,0.011670,3275085570.078339,
Projection,linear,94700000,0.011664,3278545291.800602,
Projection,linear,94800000,0.011658,3282005013.522865,
Projection,linear,94900000,0.011652,3285464735.245129,
Projection,linear,95000000,0.011645,3288924456.967393,
Projection,linear,95100000,0.011639,3292384178.689655,
Projection,linear,95200000,0.011633,3295843900.411919,
Projection,linear,95300000,0.011627,3299303622.134183,
Projection,linear,95400000,0.011621,3302763343.856445,
Projection,linear,95500000,0.011615,3306223065.578709,
Projection,linear,95600000,0.011609,3309682787.300972,
Projection,linear,95700000,0.011602,3313142509.023236,
Projection,linear,95800000,0.011596,3316602230.745499,
Projection,linear,95900000,0.011590,3320061952.467762,
Projection,linear,96000000,0.011584,3323521674.190026,
Projection,linear,96100000,0.011578,3326981395.912289,
Projection,linear,96200000,0.011572,3330441117.634553,
Projection,linear,96300000,0.011566,3333900839.356816,
Projection,linear,96400000,0.011560,3337360561.079080,
Projection,linear,96500000,0.011554,3340820282.801342,
Projection,linear,96600000,0.011548,3344280004.523606,
Projection,linear,96700000,0.011542,3347739726.245870,
Projection,linear,96800000,0.011536,3351199447.968133,
Projection,linear,96900000,0.011530,3354659169.690395,
Projection,linear,97000000,0.011524,3358118891.412660,
Projection,linear,97100000,0.011518,3361578613.134923,
Projection,linear,97200000,0.011512,3365038334.857186,
Projection,linear,97300000,0.011506,3368498056.579449,
Projection,linear,97400000,0.011500,3371957778.301713,
Projection,linear,97500000,0.011494,3375417500.023976,
Projection,linear,97600000,0.011488,3378877221.746239,
Projection,linear,97700000,0.011482,3382336943.468503,
Projection,linear,97800000,0.011476,3385796665.190766,
Projection,linear,97900000,0.011470,3389256386.913030,
Projection,linear,98000000,0.011464,3392716108.635293,
Projection,linear,98100000,0.011458,3396175830.357556,
Projection,linear,98200000,0.011453,3399635552.079819,
Projection,linear,98300000,0.011447,3403095273.802083,
Projection,linear,98400000,0.011441,3406554995.524346,
Projection,linear,98500000,0.011435,3410014717.246610,
Projection,linear,98600000,0.011429,3413474438.968872,
Projection,linear,98700000,0.011423,3416934160.691136,
Projection,linear,98800000,0.011417,3420393882.413400,
Projection,linear,98900000,0.011412,3423853604.135663,
Projection,linear,99000000,0.011406,3427313325.857926,
Projection,linear,99100000,0.011400,3430773047.580189,
Projection,linear,99200000,0.011394,3434232769.302453,
Projection,linear,99300000,0.011388,3437692491.024716,
Projection,linear,99400000,0.011383,3441152212.746980,
Projection,linear,99500000,0.011377,3444611934.469244,
Projection,linear,99600000,0.011371,3448071656.191506,
Projection,linear,99700000,0.011365,3451531377.913770,
Projection,linear,99800000,0.011360,3454991099.636033,
Projection,linear,99900000,0.011354,3458450821.358297,
Projection,linear,100000000,0.011348,3461910543.080560,
Benchmark,power,104712,0.357751,5841950.053519,
Benchmark,power,109647,0.349528,6012690.158908,
Benchmark,power,114815,0.341495,6191476.997559,
Benchmark,power,120226,0.333649,6378689.800325,
Benchmark,power,125892,0.325984,6574725.670662,
Benchmark,power,131825,0.318496,6780000.426935,
Benchmark,power,138038,0.311182,6994949.484421,
Benchmark,power,144543,0.304038,7220028.778893,
Benchmark,power,151356,0.297058,7455715.733708,
Benchmark,power,158489,0.290240,7702510.272499,
Benchmark,power,165958,0.283579,7960935.879570,
Benchmark,power,173780,0.277072,8231540.710282,
Benchmark,power,181970,0.270716,8514898.753760,
Benchmark,power,190546,0.264506,8811611.050406,
Benchmark,power,199526,0.258439,9122306.966782,
Benchmark,power,208929,0.252513,9447645.530582,
Benchmark,power,218776,0.246723,9788316.828519,
Benchmark,power,229086,0.241067,10145043.470090,
Benchmark,power,239883,0.235541,10518582.120330,
Benchmark,power,251188,0.230142,10909725.104796,
Benchmark,power,263026,0.224868,11319302.090201,
Benchmark,power,275422,0.219715,11748181.844242,
Benchmark,power,288403,0.214681,12197274.078380,
Benchmark,power,301995,0.209763,12667531.377454,
Benchmark,power,316227,0.204958,13159951.220244,
Benchmark,power,331131,0.200264,13675578.095255,
Benchmark,power,346736,0.195677,14215505.716222,
Benchmark,power,363078,0.191196,14780879.342018,
Benchmark,power,380189,0.186819,15372898.205904,
Benchmark,power,398107,0.182541,15992818.059264,
Benchmark,power,416869,0.178362,16641953.835220,
Benchmark,power,436515,0.174279,17321682.437785,
Benchmark,power,457088,0.170290,18033445.662457,
Benchmark,power,478630,0.166393,18778753.254465,
Benchmark,power,501187,0.162585,19559186.111135,
Benchmark,power,524807,0.158864,20376399.635191,
Benchmark,power,549540,0.155229,21232127.246083,
Benchmark,power,575439,0.151677,22128184.056804,
Benchmark,power,602559,0.148207,23066470.723985,
Benchmark,power,630957,0.144816,24048977.479446,
Benchmark,power,660693,0.141503,25077788.351742,
Benchmark,power,691830,0.138266,26155085.586668,
Benchmark,power,724435,0.135104,27283154.276096,
Benchmark,power,758577,0.132014,28464387.204958,
Benchmark,power,794328,0.128994,29701289.926667,
Benchmark,power,831763,0.126044,30996486.077731,
Benchmark,power,870963,0.123162,32352722.942835,
Benchmark,power,912010,0.120345,33772877.282205,
Benchmark,power,954992,0.117593,35259961.433598,
Benchmark,power,1000000,0.114904,36817129.701875,
Benchmark,power,1047128,0.112277,38447685.049707,
Benchmark,power,1096478,0.109710,40155086.103599,
Benchmark,power,1148153,0.107201,41942954.490101,
Benchmark,power,1202264,0.104750,43815082.517765,
Benchmark,power,1258925,0.102356,45775441.221139,
Benchmark,power,1318256,0.100015,47828188.783862,
Benchmark,power,1380384,0.097729,49977679.358730,
Benchmark,power,1445439,0.095495,52228472.303442,
Benchmark,power,1513561,0.093312,54585341.851600,
Benchmark,power,1584893,0.091179,57053287.239509,
Benchmark,power,1659586,0.089094,59637543.310219,
Benchmark,power,1737800,0.087058,62343591.617333,
Benchmark,power,1819700,0.085067,65177172.052118,
Benchmark,power,1905460,0.083123,68144295.018579,
Benchmark,power,1995262,0.081223,71251254.182337,
Benchmark,power,2089296,0.079366,74504639.820337,
Benchmark,power,2187761,0.077552,77911352.799706,
Benchmark,power,2290867,0.075779,81478619.215419,
Benchmark,power,2398832,0.074047,85214005.717814,
Benchmark,power,2511886,0.072354,89125435.562477,
Benchmark,power,2630267,0.070700,93221205.416521,
Benchmark,power,2754228,0.069084,97510002.956938,
Benchmark,power,2884031,0.067505,102000925.298318,
Benchmark,power,3019951,0.065961,106703498.289057,
Benchmark,power,3162277,0.064453,111627696.716953,
Benchmark,power,3311311,0.062980,116783965.467070,
Benchmark,power,3467368,0.061540,122183241.676740,
Benchmark,power,3630780,0.060133,127836977.934698,
Benchmark,power,3801893,0.058758,133757166.573557,
Benchmark,power,3981071,0.057415,139956365.107152,
Benchmark,power,4168693,0.056102,146447722.866714,
Benchmark,power,4365158,0.054819,153245008.892364,
Benchmark,power,4570881,0.053566,160362641.139089,
Benchmark,power,4786300,0.052341,167815717.059163,
Benchmark,power,5011872,0.051144,175620045.625863,
Benchmark,power,5248074,0.049974,183792180.866423,
Benchmark,power,5495408,0.048831,192349456.975347,
Benchmark,power,5754399,0.047715,201310025.082555,
Benchmark,power,6025595,0.046623,210692891.754367,
Benchmark,power,6309573,0.045557,220517959.308977,
Benchmark,power,6606934,0.044515,230806068.031937,
Benchmark,power,6918309,0.043496,241579040.381201,
Benchmark,power,7244359,0.042501,252859727.275477,
Benchmark,power,7585775,0.041529,264672056.564098,
Benchmark,power,7943282,0.040579,277041083.781190,
Benchmark,power,8317637,0.039650,289993045.291826,
Benchmark,power,8709635,0.038743,303555413.942870,
Benchmark,power,9120108,0.037856,317756957.336568,
Benchmark,power,9549925,0.036990,332627798.850493,
Projection,power,10000000,0.036143,348199481.533265,
Projection,power,10100000,0.035963,351659285.442500,
Projection,power,10200000,0.035785,355119089.351737,
Projection,power,10300000,0.035610,358578893.260975,
Projection,power,10400000,0.035437,362038697.170213,
Projection,power,10500000,0.035267,365498501.079450,
Projection,power,10600000,0.035099,368958304.988688,
Projection,power,10700000,0.034934,372418108.897925,
Projection,power,10800000,0.034771,375877912.807163,
